Player;Age;Tm;PER;TRB%;AST%;STL%;BLK%
Rasheed Wallace;26;POR;20.9;12.2;12.9;1.6;3.4
Doug Christie;30;SAC;14.8;6.5;14.6;3.2;1
Shaquille O'Neal;28;LAL;30.2;18.1;18.8;0.8;4.9
Elton Brand;21;CHI;20.4;15.2;17;1.3;3
Peja Stojakovic;23;SAC;18.4;8;9.6;1.6;0.3
Karl Malone;37;UTA;24.7;14.3;24.1;1.7;1.7
Derek Anderson;26;SAS;17.1;7.2;18.1;2.2;0.3
Allan Houston;29;NYK;16.1;6;12;1;0.3
Shawn Marion;22;PHO;21;16.8;10.2;2.4;2.7
Wally Szczerbiak;23;MIN;15.8;8.9;14.5;1.1;0.8
Andre Miller;24;CLE;20.1;7.3;40.5;2.2;0.7
Lamar Odom;21;LAC;18.9;11.9;25;1.4;3
Chris Webber;27;SAC;24.7;14.8;20.6;1.7;2.8
Jeff McInnis;26;LAC;15.6;4.4;27.7;1.4;0.2
Terrell Brandon;30;MIN;20;6;33.7;3;0.5
Glenn Robinson;28;MIL;20.1;10.6;16.5;1.6;1.6
P.J. Brown;31;CHH;13.3;15.1;7.3;1.5;2.4
Kobe Bryant;22;LAL;24.5;8.1;23;2.1;1.1
Clarence Weatherspoon;30;CLE;17.4;16.6;6.2;1.6;2.8
Brian Grant;28;MIA;17.5;15.4;7.2;1.2;2
Darrell Armstrong;32;ORL;18.6;6.9;31.3;2.5;0.3
Charles Oakley;37;TOR;11.6;15.1;14.6;1.4;1.2
Ben Wallace;26;DET;14.8;20.4;6.8;2;4.8
Clifford Robinson;34;PHO;14.8;6.9;15.4;1.6;2.2
Antonio Davis;32;TOR;16.5;16.2;6.2;0.4;3.9
Rashard Lewis;21;SEA;17.3;11.4;7.6;1.8;1.2
Sam Cassell;31;MIL;20.1;6.1;36.4;1.7;0.2
Nick Van Exel;29;DEN;18.5;4.9;38.4;1.2;0.5
Bruce Bowen;29;MIA;8.1;5.4;8.2;1.7;1.5
Damon Stoudamire;27;POR;16.3;6.8;29.1;2.1;0.2
George Lynch;30;PHI;12.4;12.6;8.4;2;0.8
Jermaine O'Neal;22;IND;17.5;17;6.7;1;6.2
Michael Dickerson;25;VAN;12.4;5;15.8;1.2;0.7
Tim Hardaway;34;MIA;16.7;4.6;35.5;1.9;0.2
Stephon Marbury;23;NJN;22.7;4.6;40.8;1.6;0.1
Antonio McDyess;26;DEN;22;18;10.8;0.9;2.7
Steve Smith;31;POR;15.9;6.4;13.6;1;0.7
Ron Mercer;24;CHI;14.8;5.5;16.2;1.7;0.8
Bo Outlaw;29;ORL;15.7;13.6;13.3;2.1;4
Richard Hamilton;22;WAS;15.7;5.5;17.7;1.5;0.3
Bryant Stith;30;BOS;11.7;6.6;11.2;1.9;0.4
Bryon Russell;30;UTA;14.1;8.3;10.4;2.1;0.7
Travis Best;28;IND;16.7;5.1;34;2.4;0.3
Raef LaFrentz;24;DEN;17.6;13.4;7.3;0.8;5.8
Howard Eisley;28;DAL;11.7;4.5;18.2;2.1;0.4
Vlade Divac;32;SAC;17.7;15;15.2;1.8;2.6
John Stockton;38;UTA;22.3;5.9;48.7;2.9;0.7
Shandon Anderson;27;HOU;11.9;8;12.5;1.8;1.2
Aaron McKie;28;PHI;15.1;7.3;26.7;2.3;0.2
Alvin Williams;26;TOR;15.2;5;27.2;2.7;0.8
Horace Grant;35;LAL;14.3;12.9;7.5;1.1;1.8
Mike Miller;20;ORL;13.2;7.6;9.7;1.1;0.6
Steve Nash;26;DAL;19.6;5.2;34.6;1.6;0.1
David Robinson;35;SAS;23.7;16.5;8.8;1.8;5.8
Metta World Peace;21;CHI;13.6;7.4;17.6;3.5;1.4
Chucky Atkins;26;DET;12.2;3.9;24.3;1.4;0.1
Tyrone Hill;32;PHI;12.4;16.4;3.3;0.8;0.8
Mookie Blaylock;33;GSW;15.8;6.1;32.3;3.5;0.6
Elden Campbell;32;CHH;16.4;14.8;8.1;1.4;4.4
Aaron Williams;29;NJN;15.1;14.5;6.5;1.3;3.6
Voshon Lenard;27;DEN;13.2;5.4;13.4;1.4;0.5
Donyell Marshall;27;UTA;19.9;15.1;10.1;2;2.7
Rick Fox;31;LAL;13.8;8;17.4;1.6;0.9
Jason Williams;25;SAC;12.8;4.4;27.6;2.1;0.3
Tony Delk;27;PHO;13.4;6.5;12.1;1.7;0.5
Eddie Jones;29;MIA;18.8;7.6;14.8;2.7;2
Kenyon Martin;23;NJN;13.4;12.7;10.4;1.8;3.7
James Posey;24;DEN;12.5;10.4;11.2;2.1;1.2
Fred Hoiberg;28;CHI;15.3;8.1;19.9;2.3;0.4
Lamond Murray;27;CLE;13.9;8.9;10.1;2;0.9
Glen Rice;33;NYK;13.7;8.4;7.4;1;0.5
Rodney Rogers;29;PHO;14.6;9.3;14.5;2.3;1.6
Dale Davis;31;POR;15.1;16.7;7.4;1.1;2.6
Eric Piatkowski;30;LAC;14.6;6.4;7.6;1.1;0.6
Darius Miles;19;LAC;14.7;12.8;8.1;1.3;4.1
Scottie Pippen;35;POR;15.3;9.3;21.8;2.4;1.2
Vin Baker;29;SEA;13;11.6;7;0.9;2.5
Marcus Camby;26;NYK;20.9;20.5;4.5;1.7;5.2
Michael Olowokandi;25;LAC;10;14.1;3.7;0.8;3.6
Anthony Peeler;31;MIN;12.6;5.2;13.9;2.2;0.6
Kurt Thomas;28;NYK;16.9;14.6;5.4;1.6;2.6
John Starks;35;UTA;9.3;4.5;13.5;1.8;0.4
Patrick Ewing;38;SEA;12.9;15.9;7;1.3;3.1
Larry Johnson;31;NYK;11.2;10.4;10.5;1;1.1
Tim Thomas;23;MIL;16.4;8.5;10.5;1.9;1.6
Lucious Harris;30;NJN;12.9;8;11.3;1.9;0.6
Antonio Daniels;25;SAS;15.5;4.5;24.9;1.6;0.5
Ruben Patterson;25;SEA;19.3;10.7;13.4;2.6;1.6
Johnny Newman;37;NJN;13;4.9;10;1.6;0.4
George McCloud;33;DEN;12.9;6.1;22.1;1.4;0.9
Lindsey Hunter;30;MIL;14.8;4.8;17.4;2.7;0.4
Shawn Bradley;28;DAL;16.2;17;2.8;0.9;8.1
Bonzi Wells;24;POR;18.8;11;18.4;2.5;0.7
Lorenzen Wright;25;ATL;15.7;15;8;1.1;2.3
Juwan Howard;27;WAS;15.8;11.2;14.9;1.2;0.8
Ervin Johnson;33;MIL;11.2;17.5;2.8;1.2;3.6
Maurice Taylor;24;HOU;14.9;11.1;9.7;0.8;1.3
LaPhonso Ellis;30;MIN;16;14.5;7.5;1.8;2.7
Joe Smith;25;DET;14.6;13.5;7.1;1.2;1.8
Vitaly Potapenko;25;BOS;12.8;15.2;5.9;1.4;0.9
Al Harrington;20;IND;10.2;11.4;11.8;1.8;0.7
Austin Croshere;25;IND;14.3;11.7;8.8;1;1.9
Larry Hughes;22;GSW;13.9;7.9;21;2.7;1.1
Brian Shaw;34;LAL;10.9;9.4;20.4;1.4;1
Bryant Reeves;27;VAN;12.8;14.1;7.4;1.2;2
Kenny Thomas;23;HOU;11.2;13.3;6.7;1.2;1.6
Alan Henderson;28;ATL;14;12.5;4.9;1.5;1.1
Morris Peterson;23;TOR;14.1;8.1;9.6;1.8;0.8
Mark Jackson;35;TOR;16.3;5.8;41.3;1.8;0.3
Theo Ratliff;27;PHI;16.3;13;5.3;0.9;7.6
Chauncey Billups;24;MIN;14.1;5;22.2;1.5;0.4
Brent Barry;29;SEA;16.6;6.8;19.4;2.4;0.6
Eric Williams;28;BOS;10;6.9;10.6;1.9;0.6
Eric Snow;27;PHI;14;5.4;33.9;2.3;0.3
Keith Van Horn;25;NJN;15.5;11.5;9;1.2;0.9
Dikembe Mutombo;34;ATL;16.5;22.5;5;0.6;5.7
John Amaechi;30;ORL;8.7;8.7;7;0.8;1.2
Danny Ferry;34;SAS;10.1;7.5;6.8;0.9;0.9
Bob Sura;27;GSW;11.2;7.1;23.1;1.6;0.3
Terry Porter;37;SAS;15.5;6.8;24.5;1.7;0.5
Chris Gatling;33;CLE;15.6;13.6;6.9;1.6;1.2
Stephen Jackson;22;NJN;12.1;7.2;15.1;2.7;0.6
Scot Pollard;25;SAC;15;15.1;4.2;1.5;3.9
Moochie Norris;27;HOU;16.2;6.9;27.1;2.2;0.1
Bobby Jackson;27;SAC;13.1;8;15.3;2.7;0.3
Anthony Carter;25;MIA;11.3;6.6;29.5;2.5;0.5
Jacque Vaughn;25;UTA;12.8;5.7;31;1.6;0.2
Olden Polynice;36;UTA;9.9;14.5;3.1;0.9;3.9
Matt Harpring;24;CLE;13.3;8.7;10.9;1.4;0.8
Michael Smith;28;WAS;14;20.4;9.6;1.8;1.6
Jahidi White;24;WAS;14.7;18.9;2.1;1;4.9
Robert Horry;30;LAL;11;10.5;11.7;1.8;2.4
Walt Williams;30;HOU;12.6;9;10;1;1.2
Marcus Fizer;22;CHI;11;11.8;9.4;1;0.9
Pat Garrity;24;ORL;10.1;7.4;5.3;1.3;0.7
Sean Rooks;31;LAC;11.5;11.2;8.1;1.2;2.9
Hakeem Olajuwon;38;HOU;20.7;16.1;8.3;2.4;4
Chris Whitney;29;WAS;13.2;4;26.9;1.9;0.1
Desmond Mason;23;SEA;10.5;9.4;6.5;1.3;1
Grant Long;34;VAN;11.4;10.4;8.7;2.5;0.7
Mario Elie;37;PHO;9.3;5.8;12.9;2;0.6
Vonteego Cummings;24;GSW;10.4;4.9;24.4;2.3;0.7
Charlie Ward;30;NYK;14.5;6.4;31.1;2.6;0.5
Greg Ostertag;27;UTA;13.3;17.3;2.3;0.8;7.7
Michael Curry;32;DET;7.5;4.4;13.9;0.9;0.1
Jason Caffey;27;MIL;13.7;13.7;5.5;1.4;1.3
Adonal Foyle;25;GSW;12.4;14.7;5.2;1.1;7.6
Brad Miller;24;CHI;16.4;17.3;13.1;1.2;2
Damon Jones;24;VAN;13;5;26.2;1.3;0
A.C. Green;37;MIA;11.2;13.2;4.8;1.2;0.4
Marc Jackson;26;GSW;16.1;13.6;7.3;1.2;1.4
Matt Maloney;29;ATL;10.4;4.6;17.6;2.1;0.3
Michael Doleac;23;ORL;9.9;10.8;7.8;1.4;2.2
Brevin Knight;25;ATL;12.9;6.6;33.4;3.6;0.2
Corey Maggette;21;LAC;18.2;12.3;10.8;1.4;0.5
Quentin Richardson;20;LAC;16.5;10.8;8.3;1.7;0.4
Evan Eschmeyer;25;NJN;10.8;15.8;4.7;1.6;3.3
DerMarr Johnson;20;ATL;8.4;7.6;7.9;1.7;1.6
Stromile Swift;21;VAN;13.1;12.4;3.5;2.5;4.3
Chris Childs;33;NYK;9.1;6.4;29;1.6;0.4
Dan Majerle;35;MIA;9.4;7.6;11;2.2;0.9
Bryce Drew;26;CHI;7.9;3.1;24;1.3;0.2
Danny Manning;34;UTA;14.3;10.2;12.6;1.9;1.8
Arvydas Sabonis;36;POR;18.4;15.2;12.3;1.7;3.5
Emanual Davis;32;SEA;11.8;6.9;16.1;2.6;0.7
Avery Johnson;35;SAS;11.5;3.7;29.5;1.4;0.2
Scott Williams;32;MIL;14.2;16.2;4.2;2;1.8
Mateen Cleaves;23;DET;9;5.6;26.8;2;0.1
Othella Harrington;27;VAN;11.7;13.1;4.9;0.8;1.4
Hubert Davis;30;DAL;9.1;4.8;7.2;1.2;0.1
Robert Pack;31;DEN;14.8;5.9;38.2;2.7;0.1
Hedo Turkoglu;21;SAC;11.7;9.1;8.3;2.1;1.3
Randy Brown;32;BOS;8.2;4.7;20.1;2.6;0.6
Shammond Williams;25;SEA;15.4;6.1;24.2;1.3;0.2
Keyon Dooling;20;LAC;12.6;4.1;23.7;1.8;0.6
Rasho Nesterovic;24;MIN;10.4;13.2;5.4;1.1;3.6
Sean Elliott;32;SAS;12.4;7.8;10.8;1;1.4
Tyrone Nesby;25;WAS;9;6.3;8.9;1.7;0.9
Malik Rose;26;SAS;14.8;14.3;6.6;2.6;2.3
Mitch Richmond;35;WAS;14.9;5.2;16.6;1.8;0.4
Robert Traylor;23;CLE;14.1;14.3;8.7;2.1;4.6
Monty Williams;29;ORL;11;11.1;10.5;1.2;1
Isaiah Rider;29;LAL;11.8;7.3;15;1.2;0.4
Eddie Robinson;24;CHH;17.9;9.4;9.4;2.2;2
Stacey Augmon;32;POR;12.3;8;12.7;2.2;1.3
Chris Mihm;21;CLE;12.6;13.9;2.4;0.9;3.3
Tom Gugliotta;31;PHO;11.1;12.5;7.7;2.1;1.3
Mikki Moore;25;DET;12.9;14.7;4.6;1.1;3.7
Jeff Foster;24;IND;12.5;19.1;4.6;1.8;1.7
Chris Porter;22;GSW;11.1;8.7;9;2;0.4
Jelani McCoy;23;SEA;11.1;12.6;7.7;0.8;3.1
Milt Palacio;22;BOS;12.3;5.2;22.5;2.2;0
Jim Jackson;30;CLE;9.7;7.4;16.9;1.6;0.4
Ron Harper;37;LAL;12.5;8.2;14.8;1.8;1.5
Trajan Langdon;24;CLE;11.8;4.6;11.9;1.8;0.6
Felipe Lopez;26;WAS;11.9;8.4;11.1;1.9;1.2
Mark Blount;25;BOS;11.1;12.3;4.8;1.8;5.3
Jamaal Magloire;22;CHH;13.4;15.4;4.2;0.9;5.2
Sherman Douglas;34;NJN;9.9;3.9;22.2;1.7;0.3
Shawn Kemp;31;POR;11.4;14.3;9.9;2.2;1.6
Dana Barros;33;DET;14.3;4.7;18;1.4;0.1
Kevin Willis;38;DEN;14.1;15.9;4.7;1.9;2
Jamal Crawford;20;CHI;8.5;5;23;2.2;1
Erick Dampier;25;GSW;10;12.8;9.2;0.8;4
Rod Strickland;34;WAS;17.4;6;38.9;2.2;0.3
Jon Barry;31;SAC;12.4;5;19;1.4;0.4
Troy Hudson;24;ORL;10.2;5.8;25.5;1.9;0.2
Matt Bullard;33;HOU;13;7.5;6.9;0.5;0.6
Sam Perkins;39;IND;11.1;9.5;6.6;1.8;1.3
Juwan Howard;27;DAL;16.6;10.9;12;1.5;1.1
Hanno Mottola;24;ATL;7.5;9.8;4.2;0.6;0.6
Derrick McKey;34;IND;8.3;10.1;11.6;2.6;0.9
Sam Mitchell;37;MIN;8.2;7.1;8.6;1.4;0.7
Toni Kukoc;32;PHI;15.3;9.4;16.5;1.9;0.4
Keon Clark;25;TOR;19.2;14.4;6.6;0.9;8
Samaki Walker;24;SAS;12.2;14.3;5;0.6;2.9
Cedric Henderson;25;CLE;6.2;5.4;13.2;1.6;1.7
Wesley Person;29;CLE;11.6;7.9;11.2;1.5;0.8
Dell Curry;36;TOR;14.4;5;13.2;1.5;0.6
Jake Tsakalidis;21;PHO;9.6;14.5;3.2;0.5;4.2
Mark Pope;28;MIL;7.2;8.8;5.6;0.9;2
Khalid El-Amin;21;CHI;12.2;5.1;27.5;2.8;0.2
Christian Laettner;31;DAL;16.7;12.7;12;2.2;2.1
Dion Glover;22;ATL;12.3;7.9;12.9;2.8;0.8
Corie Blount;32;GSW;14.3;18.2;8.9;1.6;1.3
Courtney Alexander;23;WAS;14.2;5.1;8.6;1.7;0.2
Roshown McLeod;25;ATL;10.6;7.2;11.2;1.3;0.6
Andrew DeClercq;27;ORL;12.8;14.5;5.6;2.3;2.7
Chris Crawford;25;ATL;9.5;6.8;6.9;1.2;1.3
Kendall Gill;32;NJN;10.1;8.4;16.7;2.8;0.6
Corliss Williamson;27;TOR;12.1;9.7;6.3;0.9;1
Michael Ruffin;24;CHI;10.1;17.7;6.9;1.8;3.2
Cherokee Parks;28;LAC;12.5;12.3;7.5;1.2;2
Dikembe Mutombo;34;PHI;19.6;20.8;4.1;0.5;5.5
Jumaine Jones;21;PHI;14.2;12.3;6.3;1.8;1.3
Corey Benjamin;22;CHI;8.8;6.9;14.6;1.8;1.4
Greg Anthony;33;POR;12;4.3;14.8;2.5;0.3
Mike Penberthy;26;LAL;11.2;4.2;12.4;1.4;0.2
Kenny Anderson;30;BOS;12.2;5;26.5;2.7;0.2
Isaac Austin;31;VAN;8.3;15;11.2;1.2;1.9
Tony Battie;24;BOS;15.2;16.1;3.3;1.7;5.4
Adam Keefe;30;GSW;9.7;13.3;6.5;1.7;1.7
Dean Garrett;34;MIN;12.5;14.9;4.1;1.6;4.2
Tony Massenburg;33;VAN;9.6;14.6;1.8;0.6;2.4
Greg Buckner;24;DAL;12.1;10.7;8.8;2.1;0.8
Bimbo Coles;32;CLE;9.3;3.5;27.9;1.8;0.5
Jerome Williams;27;DET;14.9;18.5;6.4;2.5;0.9
Corliss Williamson;27;DET;18.4;11.2;6.7;2.2;0.7
Billy Owens;31;DET;10.5;13.8;11.1;2;1.1
Mark Jackson;35;NYK;11.8;9.2;34.7;1.5;0
Zan Tabak;30;IND;10.5;15.5;7.3;0.7;2.8
Kevin Willis;38;TOR;15.3;16.3;4.5;1.3;1.9
Kevin Ollie;28;PHI;11.4;5.3;24.8;1.7;0.1
Don Reid;27;ORL;13.1;17.6;4.2;1.6;5.2
Keon Clark;25;DEN;11;13.4;7;1.1;4
Jud Buechler;32;DET;9.9;6.8;8.4;1.4;1
Christian Laettner;31;WAS;17.6;12.2;13.7;2.2;1.9
Nazr Mohammed;23;ATL;20.3;19.6;4.4;1.7;2.8
Derek Fisher;26;LAL;14;4.7;18.3;2.9;0.2
Gerard King;28;WAS;10.1;10.7;7.4;1;1.1
Lawrence Funderburke;30;SAC;16.1;15.1;4;0.7;1.2
Ryan Bowen;25;DEN;13.3;8.8;6.8;2.8;1.2
Reggie Slater;30;MIN;14.1;15.5;5.7;1.4;0.9
Derrick Coleman;33;CHH;13.8;15.4;10.2;0.8;2.3
Hersey Hawkins;34;CHH;14.3;6.7;17;2.6;1
Steve Kerr;35;SAS;10.6;3;14.1;1.3;0.1
Otis Thorpe;38;CHH;7.6;12.8;7.3;1;0.8
Mark Madsen;25;LAL;9.2;13.4;5.4;0.7;0.9
Calvin Booth;24;WAS;14.7;15.9;5.9;1.4;9.1
Popeye Jones;30;WAS;13.1;20.2;7.8;1.5;0.9
Kevin Edwards;35;VAN;8.3;7.4;12.9;2.4;0.9
Larry Robinson;33;ATL;11.9;7.7;9.2;2.3;0.2
A.J. Guyton;22;CHI;10.3;3.4;18.1;0.8;0.6
Kelvin Cato;26;HOU;13;13.1;2.8;1.1;3.4
Toni Kukoc;32;ATL;21.8;8.7;32.5;1.1;0.6
Zydrunas Ilgauskas;25;CLE;16;15;5.4;1.3;4.4
Chris Dudley;35;PHO;7.2;16.9;4.2;1.2;3.4
Laron Profit;23;WAS;11.7;6.2;23.5;3.1;1.3
Dragan Tarlac;27;CHI;5.6;12.1;8.4;0.6;2.4
Todd MacCulloch;25;PHI;18.3;15.9;3.1;0.6;2.3
Devean George;23;LAL;6.2;10.5;4.8;1.3;1.8
Brian Skinner;24;LAC;10.4;16.5;5;1.3;1.3
Daniel Santiago;24;PHO;7.9;9.9;3;1.5;2.6
Jonathan Bender;20;IND;7.6;7.3;9.4;0.7;3.5
Rodney Buford;23;PHI;11.3;7.3;5.4;1.6;0.8
Eric Montross;29;DET;5;13.6;4.1;0.7;2.9
Chris Childs;33;TOR;8.8;6.6;31.5;2.1;1
Eddie House;22;MIA;11.6;4.5;19.4;1.3;0
Jim Jackson;30;ATL;12.7;8;15.4;1.8;0.5
Othella Harrington;27;NYK;12.9;10.9;6.4;1.5;2.8
Carlos Rogers;29;HOU;18.1;14.8;2.7;1;2.3
Matt Geiger;31;PHI;11.5;14.5;4.5;1.2;1.1
Darvin Ham;27;MIL;10.1;12.7;6.5;1.6;2.9
John Wallace;26;DET;11.2;8.4;8;1.2;2.1
Vinny Del Negro;34;PHO;14.7;5.5;20.3;2;0.4
Mark Strickland;30;DEN;13.3;12.6;5.5;1.2;2.5
Chris Mills;31;GSW;9.6;10;6.1;0.9;0.7
Derek Strong;32;LAC;8.8;12.6;2.3;1.5;0.1
Mahmoud Abdul-Rauf;31;VAN;16.7;2.9;32.7;1;0.1
Walter McCarty;26;BOS;9.2;9.9;13.5;1.5;1.1
Courtney Alexander;23;DAL;6.8;7.5;6.9;1.7;0.5
Lee Nailon;25;CHH;11.7;11.2;9.1;1;0.8
Tyronn Lue;23;LAL;8.7;3.9;14.3;2.1;0
William Avery;21;MIN;9;3.6;24;1.5;0.6
Elliot Perry;31;PHO;12;5.2;26.3;2.1;0.2
Felipe Lopez;26;MIN;13.9;9.2;11.6;2.4;1.9
Tracy Murray;29;TOR;11.9;7.3;5.2;0.9;0.9
Greg Foster;32;LAL;9.5;14;10.8;1;1.9
David Benoit;32;UTA;11.1;11.3;8.4;0.7;1.1
Hubert Davis;30;WAS;12.8;4.1;19.4;0.7;0
Eduardo Najera;24;DAL;14;12.3;9.7;1.6;1.3
Erick Strickland;27;NYK;8.4;7.5;11.5;2.9;0.2
Tariq Abdul-Wahad;26;DEN;5.8;7.6;8.1;1.7;2.1
David Vanterpool;27;WAS;10.9;5.3;26.4;2.9;0.5
Erick Strickland;27;VAN;13.1;10.6;25.8;2.8;0.2
Chris Herren;25;BOS;6.1;3;21.9;1.8;0
Eldridge Recasner;33;CHH;6.2;7.1;15.9;0.8;0.2
Quincy Lewis;23;UTA;7.1;7.2;7.2;1.3;2
Detlef Schrempf;38;POR;9.8;11.7;16.8;0.9;0.6
Vinny Del Negro;34;GSW;6.9;4.2;23.5;0.8;0
Cedric Ceballos;31;MIA;16.4;12.1;6.7;1.4;0.8
Loy Vaught;32;DAL;11.9;17.5;6.4;2;0.9
Corie Blount;32;PHO;5.8;12.4;3;1.7;0.9
Duane Causwell;32;MIA;4.8;12.8;2.2;1.1;3.6
Jerome Williams;27;TOR;17.3;15.5;5.4;2.5;1.9
Adrian Griffin;26;BOS;10.5;13.5;11.7;2.5;1
Cal Bowdler;23;ATL;15.8;11.4;1.8;1.4;4
Vernon Maxwell;35;PHI;8.1;5.6;12.5;1.7;0
Chris Mullin;37;GSW;10;5.8;7.9;2.2;1.9
Rod Strickland;34;POR;12.2;6;31.9;1.5;0.2
Todd Day;31;MIN;10.1;6.1;12.2;1.5;1.4
Tyrone Nesby;25;LAC;8.5;7.2;5.5;1.6;0.8
Gary Trent;26;DAL;13.8;16.1;5.2;2.1;1.8
Doug Overton;31;NJN;8.9;4.4;28.2;0.5;0
Chris Carr;26;BOS;16.3;8.3;6.7;0.7;0.7
Paul McPherson;22;PHO;10.8;8.8;8.8;2;0.7
Alonzo Mourning;30;MIA;24.6;19.6;8.9;0.7;7.8
Ruben Wolkowyski;27;SEA;6.4;8.7;1.4;1;4.3
Luc Longley;32;NYK;3.7;13.3;3.7;0.6;2.4
DeShawn Stevenson;19;UTA;4.3;5.9;9.6;1.8;0.6
Calvin Booth;24;DAL;18.9;13.7;10.4;2.1;7.3
Rafer Alston;24;MIL;12.1;6.1;34.6;2.4;0
Paul McPherson;22;GSW;16.7;5.7;14.6;2.3;0.2
Vernon Maxwell;35;DAL;4.9;5.7;10.5;1.6;0.8
Vladimir Stepania;24;NJN;12.2;22.4;9.4;1.9;2.9
Anthony Johnson;26;ATL;7.2;4.6;19.2;3.2;1.3
Obinna Ekezie;25;WAS;13.3;16.3;5.5;0.9;1.3
Joel Przybilla;21;MIL;5.9;14.9;1;0.6;8.2
Chucky Brown;32;CLE;8.7;7.9;3.7;1.2;1.7
John Crotty;31;UTA;7.2;6.6;19.4;1.2;0
Tyus Edney;27;IND;16.6;5.2;35.7;3.5;0
Dalibor Bagaric;20;CHI;3.3;12.8;6.2;1.9;4.6
Travis Knight;26;NYK;0.9;12.5;3;1.1;3.5
Jerome Kersey;38;MIL;12.9;10.5;9.4;3;2.4
Dan Langhi;23;HOU;9.4;9.8;2.8;1.5;0.3
Anthony Johnson;26;CLE;9.1;5.2;31;1.4;0.3
Terry Davis;33;DEN;6.7;12.6;4.4;0.2;0.3
Cory Alexander;27;ORL;6.3;6.1;23.5;3.6;0
Soumaila Samake;22;NJN;9;13.5;0.7;0.5;4.6
Jason Collier;23;HOU;7.4;9.6;4.4;0.5;0.9
Olumide Oyedeji;19;SEA;10.6;17.4;1.3;1.7;3.3
Derrick Dial;25;SAS;14.3;10.4;18.3;1;2
Danny Fortson;24;GSW;24.4;25.6;4.1;0.5;0
Mark Strickland;30;NJN;8.2;11.7;5.8;1;1.1
Anthony Goldwire;29;DEN;12.6;3.2;28;2.3;0
Tim James;24;CHH;5.8;10.1;6.5;0.5;1.9
Nazr Mohammed;23;PHI;15.3;15.9;2;1.6;2.6
Jim McIlvaine;28;NJN;6.2;10.4;3.2;1.9;5.8
Ira Newble;26;SAS;8.9;10.8;5.3;0.6;1.5
Mike Smith;24;WAS;8.1;7.2;9;1.4;1.2
Cherokee Parks;28;WAS;13;13.1;6.4;1.7;4.4
Bill Curley;28;GSW;12.1;11.1;2.8;1.7;3.2
Darrick Martin;29;SAC;17;4.9;12.9;2;0
Doug West;33;VAN;4.2;5;12.4;0.9;1.6
Nick Anderson;33;SAC;6.4;8;11;3;1.6
Lavor Postell;22;NYK;7.2;8.9;5;1.3;1
Cedric Ceballos;31;DET;13;8.4;7.4;1.8;1.3
Kevin Ollie;28;NJN;5.5;8.2;23;1.6;0
Loy Vaught;32;WAS;16.8;18.6;8;2;0.9
Dee Brown;32;ORL;9;3.9;11.9;1.3;0
Calbert Cheaney;29;DEN;4.1;7.1;8.6;1.4;0.9
Eddie Gill;22;NJN;8.9;3.4;26.3;1.4;0.5
Earl Boykins;24;LAC;17.2;4.2;38.7;1.8;0
Jamie Feick;26;NJN;10.2;21.6;5.2;2.8;1.5
Chris Garner;25;GSW;1;4.3;17.4;2.4;0.5
Shawnelle Scott;28;SAS;12;19.6;4.6;1.9;2.9
Doug Overton;31;BOS;5.1;6.1;22.2;1.4;0
Jake Voskuhl;23;CHI;5.8;14.1;5.7;1.9;3.1
Rick Brunson;28;BOS;5.6;3.7;26.9;2.6;0.5
Kornel David;29;TOR;11.9;13.3;4.4;0.8;1.5
Tracy Murray;29;DEN;9.8;8.9;10.6;1.5;0.5
Jerome Moiso;22;BOS;3.2;18.1;3.6;1.2;2.3
Grant Hill;28;ORL;18.1;10.4;30.7;1.9;1.1
Steve Goodrich;24;CHI;4.1;9.4;7.1;0.8;0.6
Scott Padgett;24;UTA;17.6;19;6.5;2.5;1.9
Brian Cardinal;23;DET;4.7;9.8;3.6;2.8;1.1
Michael Stewart;25;TOR;8.7;13.3;2.4;1.7;1.7
Bruno Sundov;20;IND;11;10.9;3.1;0.9;2.4
Tyrone Corbin;38;TOR;-2.2;6.3;5;0.9;0
Pepe Sanchez;23;PHI;17.7;6.8;47.5;4.1;0.6
Jaren Jackson;33;SAS;10.4;6;10.5;2.4;0
Felton Spencer;33;NYK;13.5;18.7;3;1;1.4
Terry Mills;33;IND;1.1;10.5;7.2;1.4;0.6
Anfernee Hardaway;29;PHO;16.6;9.1;22;2.8;0.6
Mark Bryant;35;DAL;2.1;11.6;4.2;0.5;1.4
Brevin Knight;25;CLE;6.5;4.4;38;3.4;0.8
Eric Montross;29;TOR;8.1;20.2;7.2;2;2.6
Tony Smith;32;ATL;3.8;2.1;20.5;4.7;0
Todd Fuller;26;MIA;9.3;13.9;2.4;2.1;2
Don MacLean;31;MIA;16.3;14.1;9.6;3.6;1
Michael Hawkins;28;CLE;3.7;3.8;24.8;1.4;0
Chucky Brown;32;GSW;13.4;12.9;10.9;2.1;1
Antonio Harvey;30;POR;17;11.6;9.6;0.7;6.2
Jamal Robinson;27;MIA;-1.9;9.1;4.4;4.6;0
Ricky Davis;21;MIA;18.9;5.9;31;3.9;2.2
Kornel David;29;DET;12.2;14.7;7.4;2.9;1
Jabari Smith;23;SAC;14.7;6.5;14.8;3.1;0
Rick Brunson;28;NYK;7.8;11;18.6;0.8;0
Donnell Harvey;20;DAL;9.8;17.2;4.7;2.4;1.1
Ruben Garces;27;PHO;10.5;20.1;10.2;1.7;1.2
Sam Jacobson;25;MIN;10.7;5.8;10.6;2.7;0
