Player;Age;Tm;PER;TRB%;AST%;STL%;BLK%
Will Perdue;35;POR;18.5;18.5;5.3;2.8;2.6
Dan McClintock;23;DEN;9.9;15.9;2.9;0;2.4
Jamel Thomas;27;NJN;0.8;9.2;0;2.8;0
James Robinson;30;ORL;5.1;8.9;0;4.1;1.5
Scott Burrell;30;CHH;12.8;4.2;4.6;3.9;0
Pervis Ellison;33;SEA;2.4;17.2;10.5;0;3.6
Stanislav Medvedenko;21;LAL;21.8;13;10.8;1.3;1.8
Elliot Perry;31;ORL;7.5;5.7;20.5;4;0
J.R. Reid;32;CLE;15.7;11.9;3.8;2.7;1.9
Wang Zhizhi;23;DAL;14.9;10.3;0;0;0
Erick Barkley;22;POR;10.3;4.7;28.8;2.8;0
Michael Redd;21;MIL;3.4;6.5;4.4;1.5;0
Muggsy Bogues;36;TOR;-0.5;5;19.3;3.1;0
Pepe Sanchez;23;ATL;-4.8;1.6;20.2;3.1;0
John Coker;29;GSW;-2.8;8.3;8.8;1.6;0
Raja Bell;24;PHI;-0.6;1.9;0;1.8;0
Sean Colson;25;HOU;14.9;5.8;43;1.8;0
Tom Hammonds;33;MIN;-4.9;7.6;4.8;0;0
Brent Price;32;VAN;9.4;7.6;26.6;3.5;0
Art Long;28;SAC;-3.6;21.5;6.4;0;10
Zendon Hamilton;25;LAC;5.7;24.1;0;0;0
Etdrick Bohannon;27;CLE;22.4;21.3;0;0;7.7
Ira Bowman;27;ATL;9.2;5.9;50.5;0;0
Gary Grant;35;POR;22.8;0;12.6;0;0
Bill Curley;28;DAL;-8.3;0;0;3.4;4.8
Roshown McLeod;25;PHI;0.9;7.5;0;0;0
Doug Overton;31;CHH;1.9;0;0;3.6;0
Sean Colson;25;ATL;-10.6;11.9;29.4;0;0
Terrance Roberson;24;CHH;-15;4.4;10.9;0;0
Ruben Garces;27;GSW;5.2;33.7;12.2;4.6;6.4
Jason Hart;22;MIL;1.7;0;14.6;0;0
Mamadou N'Diaye;25;TOR;6.6;11.3;0;0;0
David Wingate;37;SEA;35.8;0;51.5;0;0
Obinna Ekezie;25;DAL;-20;14;0;0;0
Garth Joseph;27;TOR;11.3;14.1;19.6;0;0
Garth Joseph;27;DEN;-21.3;0;0;0;8.6
Lari Ketner;23;IND;-10.6;0;20.2;0;0
Randy Livingston;25;GSW;-3.7;7.6;19.2;0;0
Anthony Miller;29;ATL;4.7;18.6;0;0;0
Anthony Miller;29;HOU;-6.2;0;0;0;0
Anthony Miller;29;PHI;0;0;0;0;0
Larry Robinson;33;CLE;-54.4;0;0;0;0
Andy Panko;23;ATL;0;0;0;0;0
Antoine Walker;25;BOS;17.1;11.5;22.8;1.9;0.9
Tim Duncan;25;SAS;27;18;18.3;1;4.3
Latrell Sprewell;31;NYK;13.7;5.2;17.5;1.5;0.3
Baron Davis;22;CHH;18.2;6;37.3;2.8;1
Paul Pierce;24;BOS;22.3;9.4;15.7;2.4;2
Gary Payton;33;SEA;22.9;7.1;39.4;2.1;0.6
Stephon Marbury;24;PHO;18.1;4.7;35.7;1.3;0.3
Kevin Garnett;25;MIN;23.8;17.8;22.4;1.6;2.9
Eddie Jones;30;MIA;17.5;7;15.4;2;1.9
Anthony Mason;35;MIL;12.9;11.9;16.6;1;0.5
Wally Szczerbiak;24;MIN;17.1;7.2;13.6;1.1;0.5
Cuttino Mobley;26;HOU;16.7;5.5;11.6;1.9;0.8
Shawn Marion;23;PHO;19.8;14.6;9.1;2.5;2
Shane Battier;23;MEM;13.9;7.5;11.9;2.1;1.8
Kobe Bryant;23;LAL;23.2;7.9;25.9;2;0.8
Jason Kidd;28;NJN;19.1;10.9;42.5;3;0.5
Brent Barry;30;SEA;19.3;8.6;21.3;2.6;0.9
Karl Malone;38;UTA;21.1;13.6;21.8;2.7;1.5
Antawn Jamison;25;GSW;17.1;9.8;9.6;1.2;1
Jeff McInnis;27;LAC;13.8;4;27.6;1.1;0.1
Andre Miller;25;CLE;21.8;7.4;49.8;2.2;0.8
Elton Brand;22;LAC;23.6;17.3;11;1.4;3.7
Pau Gasol;21;MEM;19.5;13.5;13.8;0.7;3.9
Shareef Abdur-Rahim;25;ATL;19.8;13.3;15.1;1.7;2
Antonio Davis;33;TOR;14.8;14.3;8.7;1;2.1
Jason Terry;24;ATL;19.2;5.2;26.9;2.5;0.3
Rasheed Wallace;27;POR;19.3;12.8;9.3;1.8;2.6
Alvin Williams;27;TOR;13.8;5.5;26.6;2.5;0.7
Ben Wallace;27;DET;18.6;21;6.2;2.5;6.7
Allan Houston;30;NYK;15.2;5;12.6;1;0.3
Tracy McGrady;22;ORL;25.1;11.5;25.8;2.1;1.8
Dikembe Mutombo;35;PHI;16;16.8;4.8;0.5;5
Dirk Nowitzki;23;DAL;24.1;14.5;10.8;1.5;1.9
Reggie Miller;36;IND;16.5;4.3;14.7;1.6;0.2
Clifford Robinson;35;DET;13.5;8;12.5;1.7;2.4
Steve Nash;27;DAL;20.7;5;36.1;1;0.1
Doug Christie;31;SAC;15.2;7.1;17.2;2.9;0.6
Damon Stoudamire;28;POR;14.7;6.1;28;1.3;0.2
Wesley Person;30;CLE;16.3;6.2;10.8;1.5;1
Kurt Thomas;29;NYK;15.8;15.6;5.8;1.4;2.1
Michael Finley;28;DAL;17.6;7.3;14;1.2;0.6
Darrell Armstrong;33;ORL;16.7;6.5;25.5;3;0.3
Jermaine O'Neal;23;IND;18.1;15.8;8.1;0.9;4.4
Jerry Stackhouse;27;DET;19;6.9;28.4;1.5;1
Mike Bibby;23;SAC;14.9;4.5;23;1.6;0.4
Peja Stojakovic;24;SAC;19.3;7.5;10.6;1.5;0.4
Jason Richardson;21;GSW;13.8;6.9;15.4;2;0.8
Allen Iverson;26;PHI;21.9;5.8;27.6;3.5;0.4
Sam Cassell;32;MIL;21.3;6.9;34.3;1.8;0.3
Kerry Kittles;27;NJN;16.1;5.9;13.9;2.6;0.9
Rashard Lewis;22;SEA;18.5;11.4;7.8;2.2;1.2
Michael Olowokandi;26;LAC;12.4;15.7;5.8;1.1;3.9
John Stockton;39;UTA;21.9;6.2;46.3;3.2;0.7
P.J. Brown;32;CHH;15.1;17.5;6.6;1.2;2.2
Matt Harpring;25;PHI;14.1;12.8;7.5;1.5;0.1
Ray Allen;26;MIL;21.6;7.1;19.4;1.9;0.5
Kenyon Martin;24;NJN;14.5;8.7;13;1.9;3.5
David Wesley;31;CHH;11.3;3.3;16.2;1.6;0.4
Kenny Thomas;24;HOU;16.4;11.9;10;1.9;1.8
Keith Van Horn;26;NJN;16;13.9;11.6;1.3;1.2
Anfernee Hardaway;30;PHO;13.9;8;21.1;2.6;0.9
Alonzo Mourning;31;MIA;18.9;15;6.8;0.6;5.8
Dale Davis;32;POR;16.6;16.5;6.2;1.4;2.6
Jamaal Tinsley;23;IND;13.4;6.9;42.8;3;1.2
Kenny Anderson;31;BOS;13.6;6.2;28.1;3;0.3
Shaquille O'Neal;29;LAL;29.7;16.3;16.4;0.9;4.1
Vlade Divac;33;SAC;17;14.8;17.9;1.6;2.6
Desmond Mason;24;SEA;13.4;8.6;6.7;1.5;0.8
Pat Garrity;25;ORL;12.3;7.8;6.4;1.3;0.8
Vince Carter;25;TOR;20.5;7.5;19.9;2.1;1.3
Mark Jackson;36;NYK;16.3;7.6;42.5;1.7;0
Chauncey Billups;25;MIN;17.6;5.5;29.2;1.5;0.5
Bonzi Wells;25;POR;18.4;11.1;15.8;2.6;0.8
Glenn Robinson;29;MIL;19.1;10;13.4;2.2;1.3
Steve Francis;24;HOU;19.1;9.8;29.1;1.6;0.7
Lamond Murray;28;CLE;16.7;9.5;12.2;1.6;1.3
David Robinson;36;SAS;20.3;16.2;7;2;4.3
Rod Strickland;35;MIA;15.6;5.9;35.7;2;0.4
Rick Fox;32;LAL;11.3;9.4;18.1;1.5;0.7
Chucky Atkins;27;DET;14.5;4.1;20.5;1.7;0.3
Tony Parker;19;SAS;11.7;5;23.9;2.1;0.2
Brian Grant;29;MIA;12.7;14.9;10.5;1.2;1.1
Moochie Norris;28;HOU;13.1;6.3;29.9;2;0.1
James Posey;25;DEN;12.9;10.9;13.1;2.7;1.3
Trenton Hassell;22;CHI;10.4;6.7;13;1.3;1.5
Jason Williams;26;MEM;15.1;4.9;42;2.6;0.2
Darius Miles;20;LAC;14.4;11.5;13.5;1.7;3.2
Eric Snow;28;PHI;14.7;5.5;30.6;2.3;0.3
Rasho Nesterovic;25;MIN;12.9;13.9;5.2;1.1;3.7
Danny Fortson;25;GSW;15.9;21.8;9.3;1;0.5
Steve Smith;32;SAS;13.9;5;11.5;1.3;0.5
Horace Grant;36;ORL;13.9;12.2;7.1;1.3;1.6
Richard Hamilton;23;WAS;16.9;5.7;14.6;0.9;0.5
Keon Clark;26;TOR;16.7;15.8;7.1;1.4;4.2
Antonio Daniels;26;SAS;13.4;4.7;17.2;1.2;0.4
Chris Whitney;30;WAS;15.6;4.1;23.4;1.8;0.2
Nazr Mohammed;24;ATL;14;17.1;2.6;1.5;2.1
Elden Campbell;33;CHH;19.5;14;8.5;1.5;4.6
Quentin Richardson;21;LAC;17.4;8.8;10.5;1.9;0.7
Andrei Kirilenko;20;UTA;18.8;11.2;7.4;2.9;5.9
Jumaine Jones;22;CLE;13.2;13.4;8.9;1.9;1.6
Robert Horry;31;LAL;14.5;12.3;15.3;1.9;3
Mike Miller;21;ORL;15;7.2;15.2;1.1;0.8
Michael Jordan;38;WAS;20.7;9.4;30.8;2.2;0.9
Derrick Coleman;34;PHI;16.2;13.9;8.5;1.1;1.9
Chris Webber;28;SAC;24.4;14.1;21.9;2.2;2.4
Anthony Peeler;32;MIN;12.2;5.8;13;1.6;0.4
Larry Hughes;23;GSW;15.4;6.4;26.1;2.8;0.8
Bryon Russell;31;UTA;9.8;8.9;11.1;1.7;0.8
Scottie Pippen;36;POR;14.9;9.5;28.7;2.7;1.3
Morris Peterson;24;TOR;15.3;6.4;13.5;2;0.4
Tim Thomas;24;MIL;13.1;8.7;8.7;1.7;1.2
Jon Barry;32;DET;17.7;6.9;23.2;2.5;0.7
Derek Fisher;27;LAL;14;4.1;13.9;1.7;0.3
Hedo Turkoglu;22;SAC;14.2;9.8;12.2;1.5;1
Marcus Fizer;23;CHI;14.2;12.7;11.7;1.3;0.9
Ricky Davis;22;CLE;15.9;7.3;16.6;1.9;0.9
Jalen Rose;29;IND;15.7;7.2;18.9;1.2;1.1
Joe Smith;26;MIN;16;13.6;6.6;1.1;2.3
Popeye Jones;31;WAS;14.4;17.5;10.5;1.4;0.7
Kelvin Cato;27;HOU;15;15.7;2.5;1.1;3.4
Richard Jefferson;21;NJN;13.4;8.6;11.7;1.7;1.8
Michael Curry;33;DET;6.2;5.2;10.1;1.3;0.4
Lee Nailon;26;CHH;14.4;8.7;9.1;1.7;0.6
Eddie Griffin;19;HOU;13.8;12.5;4.8;0.5;4.8
Scot Pollard;26;SAC;15;16;3.9;1.9;2.7
Grant Long;35;MEM;7.7;6.9;11.5;1.8;0.4
Derek Anderson;27;POR;15.5;6;18.6;2;0.3
Jacque Vaughn;26;ATL;13.1;5.2;30.2;1.8;0.1
Troy Hudson;25;ORL;15.3;4.4;23.4;1.6;0.2
George McCloud;34;DEN;9.8;7.8;17.9;1.7;0.8
Jim Jackson;31;MIA;11.3;9.3;13.4;1.3;0.6
Tony Battie;25;BOS;14.5;14.5;3.2;1.7;2.9
Stromile Swift;22;MEM;17.2;13.3;5;1.5;4.3
Jeff Foster;25;IND;12.9;17.6;6.1;2.1;1.5
Bob Sura;28;GSW;17.1;7.7;25;2.5;0.6
Rodney Buford;24;MEM;10.1;8.6;7;1.3;0.5
Bo Outlaw;30;PHO;11.4;10.7;9.9;1.8;3.4
Ruben Patterson;26;POR;18.8;9.9;10.5;2.4;1.6
Devean George;24;LAL;12.6;9.5;9.4;2.1;1.7
Bobby Jackson;28;SAC;17.3;7.7;14.7;2.1;0.4
Donyell Marshall;28;UTA;19.2;15.2;10.9;1.5;3
Eric Williams;29;BOS;8.8;6.9;9.8;2.3;0.4
Erick Dampier;26;GSW;11.3;11.9;7.8;0.5;6.5
Nick Van Exel;30;DEN;18.4;5.5;40.2;0.9;0.3
Clarence Weatherspoon;31;NYK;13.3;15.4;5.8;1.1;2.1
DerMarr Johnson;21;ATL;11.3;8.2;7.7;1.9;2.4
Malik Rose;27;SAS;16.4;16.4;6.3;2.2;1.7
Eric Piatkowski;31;LAC;13.8;6.1;10.4;1.3;0.5
Vin Baker;30;SEA;14.1;12.1;7;0.7;1.6
Corliss Williamson;28;DET;20;11.1;11.5;1.5;1.1
Bruce Bowen;30;SAS;8.2;5.5;8.1;1.9;1
Ryan Bowen;26;DEN;11.4;10.1;4.8;2.4;1.8
LaPhonso Ellis;31;MIA;9.1;10;5.6;1;1.7
Raef LaFrentz;25;DEN;18.9;12.9;6.5;1;6.8
Voshon Lenard;28;DEN;14.5;6.3;14.3;1.9;1.1
Ervin Johnson;34;MIL;8.6;16.2;2.3;1.2;3.6
Juwan Howard;28;DAL;15.1;13.1;8.7;0.9;1.3
Chris Mihm;22;CLE;10;13.9;2.4;0.6;3.9
Samaki Walker;25;LAL;14.5;16;5.7;0.9;3.8
Jonathan Bender;21;IND;10.6;8.4;6.1;0.6;2.1
Erick Strickland;28;BOS;12.9;7.1;18.6;1.8;0
Jerome Williams;28;TOR;15.7;13.5;7.3;2.6;1.1
Calbert Cheaney;30;DEN;10.3;8.4;11.3;1.1;1
Lindsey Hunter;31;LAL;9.4;4.1;11.7;2.1;0.8
Corey Maggette;22;LAC;14.3;8.1;11.5;1.4;0.8
Jamal Mashburn;29;CHH;16.9;8.6;19.7;1.5;0.3
Shandon Anderson;28;NYK;8;9;7.7;1.6;0.7
Jake Tsakalidis;22;PHO;11.7;13.3;2.2;0.8;3.2
Chris Childs;34;TOR;8.8;5.6;32.9;1.9;0.2
Othella Harrington;28;NYK;13;12.9;4.2;1;1.7
Lucious Harris;31;NJN;15.7;7.5;12.3;1.8;0.3
Jamaal Magloire;23;CHH;18.8;17;3.4;0.9;4
Aaron Williams;30;NJN;15.2;12.3;8.1;1;3.5
Speedy Claxton;23;PHI;12.6;5.9;21.9;3.4;0.3
Ron Mercer;25;CHI;10.8;6;15.1;1.1;0.5
Todd MacCulloch;26;NJN;17.7;14.1;8.6;0.8;4.3
Tyrone Nesby;26;WAS;13.1;12.3;9.8;2.2;1.1
Toni Kukoc;33;ATL;14.4;8.3;23.7;1.7;0.8
Adonal Foyle;26;GSW;12.5;13.9;4.3;1.2;7.7
Aaron McKie;29;PHI;15.8;7.4;21.7;2.1;0.7
Tyronn Lue;24;WAS;13.7;4.9;28.5;1.8;0
Troy Murphy;21;GSW;10.3;11.9;7.6;1.3;1
Christian Laettner;32;WAS;13.7;12.1;16.7;2.3;1.3
Jarron Collins;23;UTA;11.5;12.4;6.6;1.1;1.2
Corie Blount;33;PHI;10.2;14.6;4.9;1.9;1.4
Michael Redd;22;MIL;20;9.1;11.5;1.6;0.4
Kendall Gill;33;MIA;7.6;7.6;12.1;1.7;0.4
Fred Hoiberg;29;CHI;12.2;8.7;15.5;2.3;0.3
Jason Collins;23;NJN;10.7;12;8.4;1.1;2.4
Brad Miller;25;CHI;19.6;16.8;13;2;1.5
Tyson Chandler;19;CHI;13;14.4;6.5;1.1;5
Adrian Griffin;27;DAL;14.2;9.2;11.3;2.8;0.6
Charles Oakley;38;CHI;6.6;14.5;12.9;1.9;0.6
Hakeem Olajuwon;39;TOR;14.4;15.3;8;2.9;4.9
Hanno Mottola;25;ATL;8.4;11.2;6;0.8;1
Eduardo Najera;25;DAL;14.8;14;4;2.1;1.6
Jahidi White;25;WAS;14.9;19.2;2;1;4.1
Vitaly Potapenko;26;BOS;11.4;14.2;3.6;1.4;1
Zydrunas Ilgauskas;26;CLE;17.4;14.8;9.4;0.7;4.6
Courtney Alexander;24;WAS;13.6;6.5;11.3;1.4;0.4
Stacey Augmon;33;CHH;11.5;9.7;12.5;2.3;0.7
Al Harrington;21;IND;14.3;11.9;7.3;1.6;1.1
Scott Padgett;25;UTA;15.4;13.2;11;1.8;0.8
Terry Porter;38;SAS;13.9;7.3;25.2;1.9;0.9
Austin Croshere;26;IND;14.3;12.9;10.1;1.1;1.6
Monty Williams;30;ORL;14.7;10.2;12;2;0.9
Tim Hardaway;35;DAL;13.4;4.2;23.7;1.6;0.4
Ira Newble;27;ATL;11.5;10;5.6;1.6;1.2
Brendan Haywood;22;WAS;13.7;14.8;3.5;0.9;5.3
Rodney Rogers;30;PHO;17.8;10.8;9.9;2.1;1
Lorenzen Wright;26;MEM;14.8;18.1;6.5;1.3;1.3
Tony Massenburg;34;MEM;11.4;14.5;3.5;1.3;1.7
Chris Mills;32;GSW;12.3;8.2;9.5;1.3;0.7
Shawn Kemp;32;POR;12.1;13.7;6.9;1.9;2
Hubert Davis;31;WAS;10.7;3.6;13.9;1.2;0.2
Eddie House;23;MIA;11.6;5.2;18.8;1.9;0.3
Vladimir Radmanovic;21;SEA;12.7;11;9.8;2.5;1.5
Jalen Rose;29;CHI;18.4;6;26.9;1.4;1
Darvin Ham;28;MIL;9.7;9.7;9.1;1.1;2.2
Avery Johnson;36;DEN;17.3;3;37;1.5;0.5
Dan Majerle;36;PHO;10.3;8.4;10.9;2.1;0.9
Zeljko Rebraca;29;DET;16.2;14.5;5.7;1.3;4.4
Predrag Drobnjak;26;SEA;12.7;11;6.9;0.9;2
Dion Glover;23;ATL;13.1;8.3;12.8;2;0.9
Gilbert Arenas;20;GSW;17;6.1;24.8;3;0.6
Brevin Knight;26;MEM;14.9;5.3;43.9;3.6;0.4
Eddy Curry;19;CHI;14.4;13.8;4;0.7;3.4
Kevin Ollie;29;CHI;11.2;6.5;26.9;1.7;0.1
Charles Smith;26;SAS;13.2;6.7;12.2;2.4;2.7
Gary Trent;27;MIN;15.4;13.7;8.3;1;1.8
DeShawn Stevenson;20;UTA;8.2;7;17.1;1.4;1.7
Tom Gugliotta;32;PHO;9.7;11.1;10.2;1.8;1.9
Joel Przybilla;22;MIL;10.2;14.5;2.7;0.9;7.6
Walt Williams;31;HOU;13.1;8.3;11;0.9;0.6
Terence Morris;23;HOU;9.5;10.9;9.5;1;1.7
Greg Ostertag;28;UTA;12.7;17;7;0.7;7.8
Brian Skinner;25;CLE;11.3;14.9;2.3;1.2;4
Damon Jones;25;DET;11.2;5.6;20.9;1.1;0.1
Oscar Torres;25;HOU;11.4;6.5;6.4;1.3;0.6
Charlie Ward;31;NYK;14.5;7;31.7;3.4;1
Anthony Carter;26;MIA;8.9;6.5;33;2.6;0.2
Marcus Camby;27;NYK;15.1;18.5;5.6;1.8;3.7
Joe Johnson;20;BOS;12;7.6;12.5;1.7;0.7
Lamar Odom;22;LAC;13.7;10;28.6;1.2;2.5
Art Long;29;SEA;10.7;15;6.2;1.2;2.1
Juwan Howard;28;DEN;17.1;13;14.4;1;1.3
Earl Watson;22;SEA;11.6;5.1;18.8;3.4;0.4
Terrell Brandon;31;MIN;21.2;5.6;42.8;2.9;0.5
Greg Anthony;34;CHI;14.2;5.3;35.7;2.7;0.3
Travis Best;29;IND;13.7;4.1;29.8;3.1;0.4
Jerome James;26;SEA;11.9;14.4;3.9;1.4;6.9
John Starks;36;UTA;6;4.4;12.5;1.9;0
Joe Johnson;20;PHO;11.5;7.3;17.7;1.5;0.9
Patrick Ewing;39;ORL;14.4;16.3;6.3;1.3;3.5
Jake Voskuhl;24;PHO;13.9;15.7;3;0.6;1.9
George Lynch;31;CHH;9;11.9;9.3;2.4;1.1
Raja Bell;25;PHI;8.6;7.1;13.4;1.3;0.3
Dell Curry;37;TOR;12;5.2;11.9;1.3;0.5
Greg Buckner;25;DAL;13.3;10.9;7.9;1.8;1.5
Vladimir Stepania;25;MIA;13.9;17.8;3.2;1.5;3.8
Tony Delk;28;PHO;15.9;8;15.6;1.9;0.3
Brad Miller;25;IND;20.8;14.2;10.5;1.4;1
Will Solomon;23;MEM;8.8;4.3;17.8;2.1;0.6
Kevin Willis;39;HOU;16.1;19.8;2.9;1.6;1.8
Zendon Hamilton;26;DEN;13.5;17;2.7;1.3;1.6
Metta World Peace;22;CHI;18.4;9.3;17.8;4.8;2.1
Metta World Peace;22;IND;13.2;9.6;10.3;4.2;1.4
Kwame Brown;19;WAS;11.2;14.1;8.4;1.1;2.4
Tyrone Hill;33;CLE;10.1;19.9;4.3;1.1;1.2
Chris Gatling;34;MIA;13.4;14.9;5.7;1.2;1
John Crotty;32;UTA;14.5;5.6;29.2;1.3;0.1
Danny Ferry;35;SAS;11.2;6.5;9.4;1.1;0.8
Travis Best;29;CHI;14.9;6;33.1;2.1;0.1
Raef LaFrentz;25;DAL;15.8;14.1;5.6;1.6;5.5
Derrick McKey;35;PHI;8.8;9.2;8.9;2.8;0.4
Steve Kerr;36;POR;12.3;4.6;13;0.9;0.1
Emanual Davis;33;ATL;6.5;5.5;13.7;1.8;0.5
Bryce Drew;27;CHH;12.4;5.3;20.7;2.2;0.2
Earl Boykins;25;LAC;13.9;4;31.5;1.4;0.2
Shawn Bradley;29;DAL;14.6;12.9;3.8;1.9;6
Nick Van Exel;30;DAL;16.3;6.2;23.5;1;0.4
Scott Williams;33;DEN;10.5;16.2;2.8;1.2;3.3
Stanislav Medvedenko;22;LAL;15.6;12;9.9;2.1;1.1
Sean Rooks;32;LAC;7.5;9.6;5.4;0.9;2
Sam Mitchell;38;MIN;9.4;6.5;9.3;0.9;0.4
Johnny Newman;38;DAL;8.3;3.8;2.7;2.1;0.4
Lawrence Funderburke;31;SAC;13.8;14.6;6.6;0.8;1.7
Walter McCarty;27;BOS;11.5;9.8;9.4;1.3;0.8
Don Reid;28;ORL;10.1;13.8;5.8;1.4;4.3
Mitch Richmond;36;LAL;10.7;7.3;12.3;1.3;0.6
Michael Doleac;24;CLE;8.8;14;5.6;1.1;1.1
Bimbo Coles;33;CLE;8.8;4.7;23.3;1;0.4
Donnell Harvey;21;DEN;15;15.2;7.9;1.3;2.1
Robert Traylor;24;CHH;13;15.7;9;1.9;4
Bryant Stith;31;CLE;11.1;7.5;9.9;2.3;0.7
Eric Montross;30;TOR;5.8;12.3;3.7;1;2.6
Mark Strickland;31;ATL;11.4;11.4;5.1;1.5;1.9
Eddie Robinson;25;CHI;12.5;7;10.5;1.9;1.3
Mark Madsen;26;LAL;12.7;13.7;9.7;1.3;1.4
Dalibor Bagaric;21;CHI;8.6;14.8;6;1.4;2.8
Andrew DeClercq;28;ORL;10.1;14.4;5.2;1.9;2.7
Brian Shaw;35;LAL;11.8;9.8;20.2;2.1;0.3
Jud Buechler;33;ORL;8;9.6;6.5;1.6;0.9
Rodney Rogers;30;BOS;15.4;9.4;11.7;1.3;1.5
Etan Thomas;23;WAS;15.7;17;1.6;1.5;4.2
Howard Eisley;29;NYK;8.5;4.7;26.7;2.1;0.4
A.J. Guyton;23;CHI;11.8;4.2;23.6;0.9;0.9
Glen Rice;34;HOU;8;4.4;8.5;1.1;0.3
Shammond Williams;26;SEA;14.3;6.2;21;1.9;0.3
Rafer Alston;25;MIL;13.9;6.9;36.4;2.8;0.2
Wang Zhizhi;24;DAL;16.1;10.3;5.9;0.9;2.1
Mookie Blaylock;34;GSW;9.2;4.7;28.2;2;0.5
John Amaechi;31;UTA;5.4;11.2;7.8;0.6;1.4
Cal Bowdler;24;ATL;9.4;10.7;3;1.6;1.9
Dana Barros;34;DET;10.5;5.8;22.5;1.3;0.2
Felipe Lopez;27;MIN;7.8;8;9.6;1.6;0.1
Kevin Ollie;29;IND;14.3;5.5;25.4;2.4;0.1
Tony Delk;28;BOS;10.4;7.6;14.6;2;0.8
Kenny Satterfield;20;DEN;11.5;5.3;31.8;2.9;0.1
Greg Anthony;34;MIL;10;4.6;22.4;2.7;0.1
Danny Manning;35;DAL;11.7;10.9;8;2;2.7
Rusty LaRue;28;UTA;10;5.4;22.3;1.7;1
Rick Brunson;29;POR;12.2;7.7;32.7;2.6;0.3
Milt Palacio;23;BOS;10.5;5.3;16.8;2.1;0.5
Steven Hunter;20;ORL;12.9;10.5;1.5;0.5;5.8
Loren Woods;23;MIN;9.9;13.7;5.8;1.7;4.9
Grant Hill;29;ORL;16.7;13.6;20.3;0.8;0.5
Vonteego Cummings;25;PHI;11.8;5.9;21.6;1.9;0.8
Quincy Lewis;24;UTA;7;5.3;12.4;2.5;1.5
John Wallace;27;PHO;13.7;9.8;10;1.2;1.3
Jamal Crawford;21;CHI;15.3;4.1;21.8;2;0.8
Trajan Langdon;25;CLE;13.5;6.8;21.1;1.4;0.8
Tracy Murray;30;TOR;13.6;6.4;7.2;1.3;1.3
Alton Ford;20;PHO;10;13.4;2.4;0.7;1.1
Dan Langhi;24;HOU;8.5;8.8;5.4;1;0.8
Gerald Wallace;19;SAC;13.3;11.1;9.6;2.2;0.9
Travis Knight;27;NYK;5.3;14.1;3;1.4;1.7
Mark Pope;29;MIL;7.3;9.9;5.9;1.4;1.9
Alan Henderson;29;ATL;13.4;13.1;4.4;1.4;2.6
Tariq Abdul-Wahad;27;DEN;10.3;10.7;8.7;2.3;1.6
Mark Blount;26;BOS;9.3;11.2;3.8;2;3.6
Mengke Bateer;26;DEN;8;13.4;8.9;1.3;0.9
Tierre Brown;22;HOU;12.4;6;29.5;2.6;0.5
Eddie Gill;23;MEM;9.2;4.1;20.6;1.5;0.5
Anthony Johnson;27;NJN;11.8;4.4;19.7;4.4;0.2
Jason Collier;24;HOU;11.1;12.8;4.1;0.9;0.7
Matt Bullard;34;CHH;6.8;7.7;7.4;0.3;0.4
Tremaine Fowlkes;25;LAC;9.5;10.6;7.3;1.7;0.2
Bobby Simmons;21;WAS;13.2;8.8;8;2.1;1.1
Chris Dudley;36;POR;7.1;14.4;5.7;0.5;3.3
Marc Jackson;27;MIN;9.2;15.1;3.1;1;0.7
Tim Hardaway;35;DEN;14.2;4.7;40.1;2.8;0.5
Antonis Fotsis;20;MEM;11.3;10.8;5.3;1.5;2.4
Sean Marks;26;MIA;9.3;13.7;4.3;0.9;2.4
Isaac Austin;32;MEM;7.8;12.9;7;1.5;1.1
Evan Eschmeyer;26;DAL;9.9;18.2;4.1;1.7;2.2
Brian Scalabrine;23;NJN;4.2;9.9;10.5;1.6;0.5
Jason Caffey;28;MIL;11.2;10.2;6.7;0.8;1.3
Jermaine Jackson;25;TOR;12.3;5.5;30.5;1.7;0.3
Calvin Booth;25;SEA;11.9;11.4;8.6;1.2;3.5
Carlos Arroyo;22;DEN;12.6;5.8;29.5;1;0.3
Milt Palacio;23;PHO;8.2;4.8;15.9;1.7;0.3
Chris Andersen;23;DEN;13.8;16.5;4.2;1.4;7.9
William Avery;22;MIN;5.4;5.4;19.9;1.4;0
Robert Pack;32;MIN;9.1;5.3;27.7;2.7;0
Shawnelle Scott;29;DEN;14.5;23.3;5.4;0.6;1.8
Derrick Dial;26;NJN;9.3;10.1;19.3;1.7;1.2
Felton Spencer;34;NYK;0.8;11.7;1.8;1.5;2.4
Ruben Boumtje-Boumtje;23;POR;6.5;13.2;2.3;0.7;5
Kedrick Brown;20;BOS;11.9;11.2;9.8;3.8;2.2
Zach Randolph;20;POR;16.9;17;9.8;1.6;1.3
Antonio McDyess;27;DEN;21;13.3;13.8;2.3;2.5
Cherokee Parks;29;SAS;7.6;14.3;7.1;1.6;2.4
Erick Barkley;23;POR;9.8;4.6;22.9;4;0.3
Stephen Jackson;23;SAS;7.9;6.6;8.3;3.5;0.9
Olumide Oyedeji;20;SEA;11.2;21.1;2.6;1;0.7
Nick Anderson;34;MEM;4.9;8.4;10.2;1.4;1.9
Mikki Moore;26;DET;14.9;14.4;8.6;1.7;2.9
Ron Mercer;25;IND;6;6.1;7.6;0.5;1
Mark Bryant;36;SAS;11.5;12.3;7.9;1.8;0.7
